#rep	gen	Y	X	TEs	silenced	denovo
1	30	8	42	0	n	n
1	30	8	43	0	n	n
1	30	8	44	0	n	n
1	30	8	45	0	n	n
1	30	8	46	0	n	n
1	30	8	47	0	n	n
1	30	8	48	0	n	n
1	30	8	49	0	n	n
1	30	8	50	0	n	n
1	30	9	1	27	n	n
1	30	9	2	38	n	n
1	30	9	3	44	s	d
1	30	9	4	27	n	n
1	30	9	5	33	n	n
1	30	9	6	33	n	n
1	30	9	7	21	n	n
1	30	9	8	26	n	n
1	30	9	9	20	n	n
1	30	9	10	11	n	n
1	30	9	11	1	n	n
1	30	9	12	7	n	n
1	30	9	13	0	n	n
1	30	9	14	0	n	n
1	30	9	15	0	n	n
1	30	9	16	0	n	n
1	30	9	17	0	n	n
1	30	9	18	0	n	n
1	30	9	19	0	n	n
1	30	9	20	0	n	n
1	30	9	21	0	n	n
1	30	9	22	0	n	n
1	30	9	23	0	n	n
1	30	9	24	0	n	n
1	30	9	25	0	n	n
1	30	9	26	0	n	n
1	30	9	27	0	n	n
1	30	9	28	0	n	n
1	30	9	29	0	n	n
1	30	9	30	0	n	n
1	30	9	31	0	n	n
1	30	9	32	0	n	n
1	30	9	33	0	n	n
1	30	9	34	0	n	n
1	30	9	35	0	n	n
1	30	9	36	0	n	n
1	30	9	37	0	n	n
1	30	9	38	0	n	n
1	30	9	39	0	n	n
1	30	9	40	0	n	n
1	30	9	41	0	n	n
1	30	9	42	0	n	n
1	30	9	43	0	n	n
1	30	9	44	0	n	n
1	30	9	45	0	n	n
1	30	9	46	0	n	n
1	30	9	47	0	n	n
1	30	9	48	0	n	n
1	30	9	49	0	n	n
1	30	9	50	0	n	n
1	30	10	1	35	n	n
1	30	10	2	41	s	d
1	30	10	3	27	n	n
1	30	10	4	27	n	n
1	30	10	5	22	n	n
1	30	10	6	31	n	n
1	30	10	7	14	n	n
1	30	10	8	21	n	n
1	30	10	9	7	n	n
1	30	10	10	8	n	n
1	30	10	11	11	n	n
1	30	10	12	8	n	n
1	30	10	13	0	n	n
1	30	10	14	0	n	n
1	30	10	15	0	n	n
1	30	10	16	0	n	n
1	30	10	17	0	n	n
1	30	10	18	0	n	n
1	30	10	19	0	n	n
1	30	10	20	0	n	n
1	30	10	21	0	n	n
1	30	10	22	0	n	n
1	30	10	23	0	n	n
1	30	10	24	0	n	n
1	30	10	25	0	n	n
1	30	10	26	0	n	n
1	30	10	27	0	n	n
1	30	10	28	0	n	n
1	30	10	29	0	n	n
1	30	10	30	0	n	n
1	30	10	31	0	n	n
1	30	10	32	0	n	n
1	30	10	33	0	n	n
1	30	10	34	0	n	n
1	30	10	35	0	n	n
1	30	10	36	0	n	n
1	30	10	37	0	n	n
1	30	10	38	0	n	n
1	30	10	39	0	n	n
1	30	10	40	0	n	n
1	30	10	41	0	n	n
1	30	10	42	0	n	n
1	30	10	43	0	n	n
1	30	10	44	0	n	n
1	30	10	45	0	n	n
1	30	10	46	0	n	n
1	30	10	47	0	n	n
1	30	10	48	0	n	n
1	30	10	49	0	n	n
1	30	10	50	0	n	n
1	30	11	1	30	s	n
1	30	11	2	28	n	n
1	30	11	3	27	n	n
1	30	11	4	39	n	n
1	30	11	5	40	s	d
1	30	11	6	27	n	n
1	30	11	7	24	n	n
1	30	11	8	31	n	n
1	30	11	9	8	n	n
1	30	11	10	6	n	n
1	30	11	11	3	n	n
1	30	11	12	7	n	n
1	30	11	13	0	n	n
1	30	11	14	0	n	n
1	30	11	15	0	n	n
1	30	11	16	0	n	n
1	30	11	17	0	n	n
1	30	11	18	0	n	n
1	30	11	19	0	n	n
1	30	11	20	0	n	n
1	30	11	21	0	n	n
1	30	11	22	0	n	n
1	30	11	23	0	n	n
1	30	11	24	0	n	n
1	30	11	25	0	n	n
1	30	11	26	0	n	n
1	30	11	27	0	n	n
1	30	11	28	0	n	n
1	30	11	29	0	n	n
1	30	11	30	0	n	n
1	30	11	31	0	n	n
1	30	11	32	0	n	n
1	30	11	33	0	n	n
1	30	11	34	0	n	n
1	30	11	35	0	n	n
1	30	11	36	0	n	n
1	30	11	37	0	n	n
1	30	11	38	0	n	n
1	30	11	39	0	n	n
1	30	11	40	0	n	n
1	30	11	41	0	n	n
1	30	11	42	0	n	n
1	30	11	43	0	n	n
1	30	11	44	0	n	n
1	30	11	45	0	n	n
1	30	11	46	0	n	n
1	30	11	47	0	n	n
1	30	11	48	0	n	n
1	30	11	49	0	n	n
1	30	11	50	0	n	n
1	30	12	1	23	n	n
1	30	12	2	31	s	n
1	30	12	3	47	s	n
1	30	12	4	31	s	n
1	30	12	5	32	n	n
1	30	12	6	21	n	n
1	30	12	7	8	n	n
1	30	12	8	11	n	n
1	30	12	9	6	n	n
1	30	12	10	3	n	n
1	30	12	11	8	n	n
1	30	12	12	2	n	n
1	30	12	13	0	n	n
1	30	12	14	0	n	n
1	30	12	15	0	n	n
1	30	12	16	0	n	n
1	30	12	17	0	n	n
1	30	12	18	0	n	n
1	30	12	19	0	n	n
1	30	12	20	0	n	n
1	30	12	21	0	n	n
1	30	12	22	0	n	n
1	30	12	23	0	n	n
1	30	12	24	0	n	n
1	30	12	25	0	n	n
1	30	12	26	0	n	n
1	30	12	27	0	n	n
1	30	12	28	0	n	n
1	30	12	29	0	n	n
1	30	12	30	0	n	n
1	30	12	31	0	n	n
1	30	12	32	0	n	n
1	30	12	33	0	n	n
1	30	12	34	0	n	n
1	30	12	35	0	n	n
1	30	12	36	0	n	n
1	30	12	37	0	n	n
1	30	12	38	0	n	n
1	30	12	39	0	n	n
1	30	12	40	0	n	n
1	30	12	41	0	n	n
1	30	12	42	0	n	n
1	30	12	43	0	n	n
1	30	12	44	0	n	n
1	30	12	45	0	n	n
1	30	12	46	0	n	n
1	30	12	47	0	n	n
1	30	12	48	0	n	n
1	30	12	49	0	n	n
1	30	12	50	0	n	n
1	30	13	1	29	n	n
1	30	13	2	31	s	n
1	30	13	3	46	s	d
1	30	13	4	27	n	n
1	30	13	5	24	n	n
1	30	13	6	27	n	n
1	30	13	7	26	n	n
1	30	13	8	8	n	n
1	30	13	9	1	n	n
1	30	13	10	4	n	n
1	30	13	11	0	n	n
1	30	13	12	0	n	n
1	30	13	13	0	n	n
1	30	13	14	0	n	n
1	30	13	15	0	n	n
1	30	13	16	0	n	n
1	30	13	17	0	n	n
1	30	13	18	0	n	n
1	30	13	19	0	n	n
1	30	13	20	0	n	n
1	30	13	21	0	n	n
1	30	13	22	0	n	n
1	30	13	23	0	n	n
1	30	13	24	0	n	n
1	30	13	25	0	n	n
1	30	13	26	0	n	n
1	30	13	27	0	n	n
1	30	13	28	0	n	n
1	30	13	29	0	n	n
1	30	13	30	0	n	n
1	30	13	31	0	n	n
1	30	13	32	0	n	n
1	30	13	33	0	n	n
1	30	13	34	0	n	n
1	30	13	35	0	n	n
1	30	13	36	0	n	n
1	30	13	37	0	n	n
1	30	13	38	0	n	n
1	30	13	39	0	n	n
1	30	13	40	0	n	n
1	30	13	41	0	n	n
1	30	13	42	0	n	n
1	30	13	43	0	n	n
1	30	13	44	0	n	n
1	30	13	45	0	n	n
1	30	13	46	0	n	n
1	30	13	47	0	n	n
1	30	13	48	0	n	n
1	30	13	49	0	n	n
1	30	13	50	0	n	n
1	30	14	1	47	s	n
1	30	14	2	50	s	n
1	30	14	3	42	s	n
1	30	14	4	38	n	n
1	30	14	5	38	n	n
1	30	14	6	22	n	n
1	30	14	7	5	n	n
1	30	14	8	6	n	n
1	30	14	9	10	n	n
1	30	14	10	4	n	n
1	30	14	11	0	n	n
1	30	14	12	0	n	n
1	30	14	13	0	n	n
1	30	14	14	0	n	n
1	30	14	15	0	n	n
1	30	14	16	0	n	n
1	30	14	17	0	n	n
1	30	14	18	0	n	n
1	30	14	19	0	n	n
1	30	14	20	0	n	n
1	30	14	21	0	n	n
1	30	14	22	0	n	n
1	30	14	23	0	n	n
1	30	14	24	0	n	n
1	30	14	25	0	n	n
1	30	14	26	0	n	n
1	30	14	27	0	n	n
1	30	14	28	0	n	n
1	30	14	29	0	n	n
1	30	14	30	0	n	n
1	30	14	31	0	n	n
1	30	14	32	0	n	n
1	30	14	33	0	n	n
1	30	14	34	0	n	n
1	30	14	35	0	n	n
1	30	14	36	0	n	n
1	30	14	37	0	n	n
1	30	14	38	0	n	n
1	30	14	39	0	n	n
1	30	14	40	0	n	n
1	30	14	41	0	n	n
1	30	14	42	0	n	n
1	30	14	43	0	n	n
1	30	14	44	0	n	n
1	30	14	45	0	n	n
1	30	14	46	0	n	n
1	30	14	47	0	n	n
1	30	14	48	0	n	n
1	30	14	49	0	n	n
1	30	14	50	0	n	n
1	30	15	1	36	s	n
1	30	15	2	44	s	n
1	30	15	3	38	n	n
1	30	15	4	29	n	n
1	30	15	5	29	n	n
1	30	15	6	24	n	n
1	30	15	7	17	n	n
1	30	15	8	4	n	n
1	30	15	9	6	n	n
1	30	15	10	0	n	n
1	30	15	11	0	n	n
1	30	15	12	0	n	n
1	30	15	13	0	n	n
1	30	15	14	0	n	n
1	30	15	15	0	n	n
1	30	15	16	0	n	n
1	30	15	17	0	n	n
1	30	15	18	0	n	n
1	30	15	19	0	n	n
1	30	15	20	0	n	n
1	30	15	21	0	n	n
1	30	15	22	0	n	n
1	30	15	23	0	n	n
1	30	15	24	0	n	n
1	30	15	25	0	n	n
1	30	15	26	0	n	n
1	30	15	27	0	n	n
1	30	15	28	0	n	n
1	30	15	29	0	n	n
1	30	15	30	0	n	n
1	30	15	31	0	n	n
1	30	15	32	0	n	n
1	30	15	33	0	n	n
1	30	15	34	0	n	n
1	30	15	35	0	n	n
1	30	15	36	0	n	n
1	30	15	37	0	n	n
1	30	15	38	0	n	n
1	30	15	39	0	n	n
1	30	15	40	0	n	n
1	30	15	41	0	n	n
1	30	15	42	0	n	n
1	30	15	43	0	n	n
1	30	15	44	0	n	n
1	30	15	45	0	n	n
1	30	15	46	0	n	n
1	30	15	47	0	n	n
1	30	15	48	0	n	n
1	30	15	49	0	n	n
1	30	15	50	0	n	n
1	30	16	1	38	s	n
1	30	16	2	37	n	n
1	30	16	3	30	s	n
1	30	16	4	31	s	n
1	30	16	5	31	s	n
1	30	16	6	16	n	n
1	30	16	7	25	n	n
1	30	16	8	7	n	n
1	30	16	9	1	n	n
1	30	16	10	0	n	n
1	30	16	11	0	n	n
1	30	16	12	0	n	n
1	30	16	13	0	n	n
1	30	16	14	0	n	n
1	30	16	15	0	n	n
1	30	16	16	0	n	n
1	30	16	17	0	n	n
1	30	16	18	0	n	n
1	30	16	19	0	n	n
1	30	16	20	0	n	n
1	30	16	21	0	n	n
1	30	16	22	0	n	n
1	30	16	23	0	n	n
1	30	16	24	0	n	n
1	30	16	25	0	n	n
1	30	16	26	0	n	n
1	30	16	27	0	n	n
1	30	16	28	0	n	n
1	30	16	29	0	n	n
1	30	16	30	0	n	n
1	30	16	31	0	n	n
1	30	16	32	0	n	n
1	30	16	33	0	n	n
1	30	16	34	0	n	n
1	30	16	35	0	n	n
1	30	16	36	0	n	n
1	30	16	37	0	n	n
1	30	16	38	0	n	n
1	30	16	39	0	n	n
1	30	16	40	0	n	n
1	30	16	41	0	n	n
1	30	16	42	0	n	n
1	30	16	43	0	n	n
1	30	16	44	0	n	n
1	30	16	45	0	n	n
1	30	16	46	0	n	n
1	30	16	47	0	n	n
1	30	16	48	0	n	n
1	30	16	49	0	n	n
1	30	16	50	0	n	n
1	30	17	1	32	s	n
1	30	17	2	40	s	n
1	30	17	3	36	s	n
1	30	17	4	18	n	n
1	30	17	5	17	n	n
1	30	17	6	18	n	n
1	30	17	7	13	n	n
1	30	17	8	6	n	n
1	30	17	9	4	n	n
1	30	17	10	0	n	n
1	30	17	11	0	n	n
1	30	17	12	0	n	n
1	30	17	13	0	n	n
1	30	17	14	0	n	n
1	30	17	15	0	n	n
1	30	17	16	0	n	n
1	30	17	17	0	n	n
1	30	17	18	0	n	n
1	30	17	19	0	n	n
1	30	17	20	0	n	n
1	30	17	21	0	n	n
1	30	17	22	0	n	n
1	30	17	23	0	n	n
1	30	17	24	0	n	n
1	30	17	25	0	n	n
1	30	17	26	0	n	n
1	30	17	27	0	n	n
1	30	17	28	0	n	n
1	30	17	29	0	n	n
1	30	17	30	0	n	n
1	30	17	31	0	n	n
1	30	17	32	0	n	n
1	30	17	33	0	n	n
1	30	17	34	0	n	n
1	30	17	35	0	n	n
1	30	17	36	0	n	n
1	30	17	37	0	n	n
1	30	17	38	0	n	n
1	30	17	39	0	n	n
1	30	17	40	0	n	n
1	30	17	41	0	n	n
1	30	17	42	0	n	n
1	30	17	43	0	n	n
1	30	17	44	0	n	n
1	30	17	45	0	n	n
1	30	17	46	0	n	n
1	30	17	47	0	n	n
1	30	17	48	0	n	n
1	30	17	49	0	n	n
1	30	17	50	0	n	n
1	30	18	1	33	s	n
1	30	18	2	31	s	n
1	30	18	3	39	s	n
1	30	18	4	32	s	n
1	30	18	5	21	s	n
1	30	18	6	18	n	n
1	30	18	7	17	n	n
1	30	18	8	4	n	n
1	30	18	9	9	n	n
1	30	18	10	1	n	n
1	30	18	11	0	n	n
1	30	18	12	2	n	n
1	30	18	13	0	n	n
1	30	18	14	0	n	n
1	30	18	15	0	n	n
1	30	18	16	0	n	n
1	30	18	17	0	n	n
1	30	18	18	0	n	n
1	30	18	19	0	n	n
1	30	18	20	0	n	n
1	30	18	21	0	n	n
1	30	18	22	0	n	n
1	30	18	23	0	n	n
1	30	18	24	0	n	n
1	30	18	25	0	n	n
1	30	18	26	0	n	n
1	30	18	27	0	n	n
1	30	18	28	0	n	n
1	30	18	29	0	n	n
1	30	18	30	0	n	n
1	30	18	31	0	n	n
1	30	18	32	0	n	n
1	30	18	33	0	n	n
1	30	18	34	0	n	n
1	30	18	35	0	n	n
1	30	18	36	0	n	n
1	30	18	37	0	n	n
1	30	18	38	0	n	n
1	30	18	39	0	n	n
1	30	18	40	0	n	n
1	30	18	41	0	n	n
1	30	18	42	0	n	n
1	30	18	43	0	n	n
1	30	18	44	0	n	n
1	30	18	45	0	n	n
1	30	18	46	0	n	n
1	30	18	47	0	n	n
1	30	18	48	0	n	n
1	30	18	49	0	n	n
1	30	18	50	0	n	n
1	30	19	1	37	s	n
1	30	19	2	33	s	n
1	30	19	3	42	s	n
1	30	19	4	41	s	d
1	30	19	5	30	s	n
1	30	19	6	36	s	n
1	30	19	7	24	n	n
1	30	19	8	11	n	n
1	30	19	9	5	n	n
1	30	19	10	3	n	n
1	30	19	11	1	n	n
1	30	19	12	0	n	n
1	30	19	13	0	n	n
1	30	19	14	0	n	n
1	30	19	15	0	n	n
1	30	19	16	0	n	n
1	30	19	17	0	n	n
1	30	19	18	0	n	n
1	30	19	19	0	n	n
1	30	19	20	0	n	n
1	30	19	21	0	n	n
1	30	19	22	0	n	n
1	30	19	23	0	n	n
1	30	19	24	0	n	n
1	30	19	25	0	n	n
1	30	19	26	0	n	n
1	30	19	27	0	n	n
1	30	19	28	0	n	n
1	30	19	29	0	n	n
1	30	19	30	0	n	n
1	30	19	31	0	n	n
1	30	19	32	0	n	n
1	30	19	33	0	n	n
1	30	19	34	0	n	n
1	30	19	35	0	n	n
1	30	19	36	0	n	n
1	30	19	37	0	n	n
1	30	19	38	0	n	n
1	30	19	39	0	n	n
1	30	19	40	0	n	n
1	30	19	41	0	n	n
1	30	19	42	0	n	n
1	30	19	43	0	n	n
1	30	19	44	0	n	n
1	30	19	45	0	n	n
1	30	19	46	0	n	n
1	30	19	47	0	n	n
1	30	19	48	0	n	n
1	30	19	49	0	n	n
1	30	19	50	0	n	n
1	30	20	1	36	s	n
1	30	20	2	42	s	n
1	30	20	3	43	s	n
1	30	20	4	34	s	n
1	30	20	5	41	s	d
1	30	20	6	7	n	n
1	30	20	7	19	n	n
1	30	20	8	15	n	n
1	30	20	9	7	n	n
1	30	20	10	4	n	n
1	30	20	11	1	n	n
1	30	20	12	0	n	n
1	30	20	13	0	n	n
1	30	20	14	0	n	n
1	30	20	15	0	n	n
1	30	20	16	0	n	n
1	30	20	17	0	n	n
1	30	20	18	0	n	n
1	30	20	19	0	n	n
1	30	20	20	0	n	n
1	30	20	21	0	n	n
1	30	20	22	0	n	n
1	30	20	23	0	n	n
1	30	20	24	0	n	n
1	30	20	25	0	n	n
1	30	20	26	0	n	n
1	30	20	27	0	n	n
1	30	20	28	0	n	n
1	30	20	29	0	n	n
1	30	20	30	0	n	n
1	30	20	31	0	n	n
1	30	20	32	0	n	n
1	30	20	33	0	n	n
1	30	20	34	0	n	n
1	30	20	35	0	n	n
1	30	20	36	0	n	n
1	30	20	37	0	n	n
1	30	20	38	0	n	n
1	30	20	39	0	n	n
1	30	20	40	0	n	n
1	30	20	41	0	n	n
1	30	20	42	0	n	n
1	30	20	43	0	n	n
1	30	20	44	0	n	n
1	30	20	45	0	n	n
1	30	20	46	0	n	n
1	30	20	47	0	n	n
1	30	20	48	0	n	n
1	30	20	49	0	n	n
1	30	20	50	0	n	n
1	40	1	1	51	s	n
1	40	1	2	35	s	n
1	40	1	3	40	s	n
1	40	1	4	46	s	n
1	40	1	5	49	s	n
1	40	1	6	36	n	n
1	40	1	7	46	s	d
1	40	1	8	28	n	n
1	40	1	9	23	n	n
1	40	1	10	8	n	n
1	40	1	11	10	n	n
1	40	1	12	4	n	n
1	40	1	13	2	n	n
1	40	1	14	0	n	n
1	40	1	15	0	n	n
1	40	1	16	0	n	n
1	40	1	17	0	n	n
1	40	1	18	0	n	n
1	40	1	19	0	n	n
1	40	1	20	0	n	n
1	40	1	21	0	n	n
1	40	1	22	0	n	n
1	40	1	23	0	n	n
1	40	1	24	0	n	n
1	40	1	25	0	n	n
1	40	1	26	0	n	n
1	40	1	27	0	n	n
1	40	1	28	0	n	n
1	40	1	29	0	n	n
1	40	1	30	0	n	n
1	40	1	31	0	n	n
1	40	1	32	0	n	n
1	40	1	33	0	n	n
1	40	1	34	0	n	n
1	40	1	35	0	n	n
1	40	1	36	0	n	n
1	40	1	37	0	n	n
1	40	1	38	0	n	n
1	40	1	39	0	n	n
1	40	1	40	0	n	n
1	40	1	41	0	n	n
1	40	1	42	0	n	n
1	40	1	43	0	n	n
1	40	1	44	0	n	n
1	40	1	45	0	n	n
1	40	1	46	0	n	n
1	40	1	47	0	n	n
1	40	1	48	0	n	n
1	40	1	49	0	n	n
1	40	1	50	0	n	n
1	40	2	1	43	s	n
1	40	2	2	43	s	n
1	40	2	3	35	s	n
1	40	2	4	52	s	n
1	40	2	5	45	s	n
1	40	2	6	56	s	d
1	40	2	7	35	n	n
1	40	2	8	33	n	n
1	40	2	9	15	n	n
1	40	2	10	13	n	n
1	40	2	11	8	n	n
1	40	2	12	5	n	n
1	40	2	13	5	n	n
1	40	2	14	5	n	n
1	40	2	15	1	n	n
1	40	2	16	2	n	n
1	40	2	17	1	n	n
1	40	2	18	0	n	n
1	40	2	19	0	n	n
1	40	2	20	0	n	n
1	40	2	21	0	n	n
1	40	2	22	0	n	n
1	40	2	23	0	n	n
1	40	2	24	0	n	n
1	40	2	25	0	n	n
1	40	2	26	0	n	n
1	40	2	27	0	n	n
1	40	2	28	0	n	n
1	40	2	29	0	n	n
1	40	2	30	0	n	n
1	40	2	31	0	n	n
1	40	2	32	0	n	n
1	40	2	33	0	n	n
1	40	2	34	0	n	n
1	40	2	35	0	n	n
1	40	2	36	0	n	n
1	40	2	37	0	n	n
1	40	2	38	0	n	n
1	40	2	39	0	n	n
1	40	2	40	0	n	n
1	40	2	41	0	n	n
1	40	2	42	0	n	n
1	40	2	43	0	n	n
1	40	2	44	0	n	n
1	40	2	45	0	n	n
1	40	2	46	0	n	n
1	40	2	47	0	n	n
1	40	2	48	0	n	n
1	40	2	49	0	n	n
1	40	2	50	0	n	n
1	40	3	1	40	s	n
1	40	3	2	51	s	n
1	40	3	3	38	s	n
1	40	3	4	49	s	n
1	40	3	5	45	s	n
1	40	3	6	38	s	n
1	40	3	7	32	n	n
1	40	3	8	31	n	n
1	40	3	9	21	n	n
1	40	3	10	20	n	n
1	40	3	11	19	n	n
1	40	3	12	4	n	n
1	40	3	13	0	n	n
1	40	3	14	2	n	n
1	40	3	15	2	n	n
1	40	3	16	0	n	n
1	40	3	17	0	n	n
1	40	3	18	0	n	n
1	40	3	19	0	n	n
1	40	3	20	0	n	n
1	40	3	21	0	n	n
1	40	3	22	0	n	n
1	40	3	23	0	n	n
1	40	3	24	0	n	n
1	40	3	25	0	n	n
1	40	3	26	0	n	n
1	40	3	27	0	n	n
1	40	3	28	0	n	n
1	40	3	29	0	n	n
1	40	3	30	0	n	n
1	40	3	31	0	n	n
1	40	3	32	0	n	n
1	40	3	33	0	n	n
1	40	3	34	0	n	n
1	40	3	35	0	n	n
1	40	3	36	0	n	n
1	40	3	37	0	n	n
1	40	3	38	0	n	n
1	40	3	39	0	n	n
1	40	3	40	0	n	n
1	40	3	41	0	n	n
1	40	3	42	0	n	n
1	40	3	43	0	n	n
1	40	3	44	0	n	n
1	40	3	45	0	n	n
1	40	3	46	0	n	n
1	40	3	47	0	n	n
1	40	3	48	0	n	n
1	40	3	49	0	n	n
1	40	3	50	0	n	n
1	40	4	1	43	s	n
1	40	4	2	42	s	n
1	40	4	3	42	s	n
1	40	4	4	46	s	n
1	40	4	5	32	s	n
1	40	4	6	37	s	n
1	40	4	7	26	s	n
1	40	4	8	31	n	n
1	40	4	9	28	n	n
1	40	4	10	8	n	n
1	40	4	11	5	n	n
1	40	4	12	7	n	n
1	40	4	13	6	n	n
1	40	4	14	3	n	n
1	40	4	15	0	n	n
1	40	4	16	2	n	n
1	40	4	17	0	n	n
1	40	4	18	0	n	n
1	40	4	19	0	n	n
1	40	4	20	0	n	n
1	40	4	21	0	n	n
1	40	4	22	0	n	n
1	40	4	23	0	n	n
1	40	4	24	0	n	n
1	40	4	25	0	n	n
1	40	4	26	0	n	n
1	40	4	27	0	n	n
1	40	4	28	0	n	n
1	40	4	29	0	n	n
1	40	4	30	0	n	n
1	40	4	31	0	n	n
1	40	4	32	0	n	n
1	40	4	33	0	n	n
1	40	4	34	0	n	n
1	40	4	35	0	n	n
1	40	4	36	0	n	n
1	40	4	37	0	n	n
1	40	4	38	0	n	n
1	40	4	39	0	n	n
1	40	4	40	0	n	n
1	40	4	41	0	n	n
1	40	4	42	0	n	n
1	40	4	43	0	n	n
1	40	4	44	0	n	n
1	40	4	45	0	n	n
1	40	4	46	0	n	n
1	40	4	47	0	n	n
1	40	4	48	0	n	n
1	40	4	49	0	n	n
1	40	4	50	0	n	n
1	40	5	1	26	s	n
1	40	5	2	47	s	n
1	40	5	3	36	s	n
1	40	5	4	40	s	d
1	40	5	5	34	s	n
1	40	5	6	44	s	d
1	40	5	7	21	n	n
1	40	5	8	22	n	n
1	40	5	9	9	n	n
1	40	5	10	11	n	n
1	40	5	11	11	n	n
1	40	5	12	1	n	n
1	40	5	13	2	n	n
1	40	5	14	0	n	n
1	40	5	15	2	n	n
1	40	5	16	0	n	n
1	40	5	17	0	n	n
1	40	5	18	0	n	n
1	40	5	19	0	n	n
1	40	5	20	0	n	n
1	40	5	21	0	n	n
1	40	5	22	0	n	n
1	40	5	23	0	n	n
1	40	5	24	0	n	n
1	40	5	25	0	n	n
1	40	5	26	0	n	n
1	40	5	27	0	n	n
1	40	5	28	0	n	n
1	40	5	29	0	n	n
1	40	5	30	0	n	n
1	40	5	31	0	n	n
1	40	5	32	0	n	n
1	40	5	33	0	n	n
1	40	5	34	0	n	n
1	40	5	35	0	n	n
1	40	5	36	0	n	n
1	40	5	37	0	n	n
1	40	5	38	0	n	n
1	40	5	39	0	n	n
1	40	5	40	0	n	n
1	40	5	41	0	n	n
1	40	5	42	0	n	n
1	40	5	43	0	n	n
1	40	5	44	0	n	n
1	40	5	45	0	n	n
1	40	5	46	0	n	n
1	40	5	47	0	n	n
1	40	5	48	0	n	n
1	40	5	49	0	n	n
1	40	5	50	0	n	n
1	40	6	1	28	s	n
1	40	6	2	40	s	n
1	40	6	3	39	s	n
1	40	6	4	44	s	d
1	40	6	5	33	s	n
1	40	6	6	52	s	d
1	40	6	7	33	s	n
1	40	6	8	26	n	n
1	40	6	9	8	n	n
1	40	6	10	12	n	n
1	40	6	11	6	n	n
1	40	6	12	9	s	n
1	40	6	13	0	n	n
1	40	6	14	1	n	n
1	40	6	15	0	n	n
1	40	6	16	0	n	n
1	40	6	17	2	n	n
1	40	6	18	0	n	n
1	40	6	19	0	n	n
1	40	6	20	0	n	n
1	40	6	21	0	n	n
1	40	6	22	0	n	n
1	40	6	23	0	n	n
1	40	6	24	0	n	n
1	40	6	25	0	n	n
1	40	6	26	0	n	n
1	40	6	27	0	n	n
1	40	6	28	0	n	n
1	40	6	29	0	n	n
1	40	6	30	0	n	n
1	40	6	31	0	n	n
1	40	6	32	0	n	n
1	40	6	33	0	n	n
1	40	6	34	0	n	n
1	40	6	35	0	n	n
1	40	6	36	0	n	n
1	40	6	37	0	n	n
1	40	6	38	0	n	n
1	40	6	39	0	n	n
1	40	6	40	0	n	n
1	40	6	41	0	n	n
1	40	6	42	0	n	n
1	40	6	43	0	n	n
1	40	6	44	0	n	n
1	40	6	45	0	n	n
1	40	6	46	0	n	n
1	40	6	47	0	n	n
1	40	6	48	0	n	n
1	40	6	49	0	n	n
1	40	6	50	0	n	n
1	40	7	1	34	s	n
1	40	7	2	35	s	n
1	40	7	3	40	s	n
1	40	7	4	34	s	n
1	40	7	5	36	s	n
1	40	7	6	34	s	n
1	40	7	7	41	s	n
1	40	7	8	18	s	n
1	40	7	9	31	n	n
1	40	7	10	19	s	n
1	40	7	11	8	n	n
1	40	7	12	7	n	n
1	40	7	13	1	n	n
1	40	7	14	2	n	n
1	40	7	15	1	n	n
1	40	7	16	1	n	n
1	40	7	17	2	n	n
1	40	7	18	0	n	n
1	40	7	19	0	n	n
1	40	7	20	0	n	n
1	40	7	21	0	n	n
1	40	7	22	0	n	n
1	40	7	23	0	n	n
1	40	7	24	0	n	n
1	40	7	25	0	n	n
1	40	7	26	0	n	n
1	40	7	27	0	n	n
1	40	7	28	0	n	n
1	40	7	29	0	n	n
1	40	7	30	0	n	n
1	40	7	31	0	n	n
1	40	7	32	0	n	n
1	40	7	33	0	n	n
1	40	7	34	0	n	n
1	40	7	35	0	n	n
1	40	7	36	0	n	n
1	40	7	37	0	n	n
1	40	7	38	0	n	n
1	40	7	39	0	n	n
1	40	7	40	0	n	n
1	40	7	41	0	n	n
1	40	7	42	0	n	n
1	40	7	43	0	n	n
1	40	7	44	0	n	n
1	40	7	45	0	n	n
1	40	7	46	0	n	n
1	40	7	47	0	n	n
1	40	7	48	0	n	n
1	40	7	49	0	n	n
1	40	7	50	0	n	n
1	40	8	1	33	s	n
1	40	8	2	34	s	n
1	40	8	3	31	s	n
1	40	8	4	41	s	n
1	40	8	5	43	s	n
1	40	8	6	30	s	n
1	40	8	7	35	s	n
1	40	8	8	26	s	n
1	40	8	9	6	n	n
1	40	8	10	14	n	n
1	40	8	11	6	n	n
1	40	8	12	2	n	n
1	40	8	13	1	n	n
1	40	8	14	2	n	n
1	40	8	15	1	n	n
1	40	8	16	4	n	n
1	40	8	17	1	n	n
1	40	8	18	1	n	n
1	40	8	19	1	n	n
1	40	8	20	0	n	n
1	40	8	21	0	n	n
1	40	8	22	0	n	n
1	40	8	23	0	n	n
1	40	8	24	0	n	n
1	40	8	25	0	n	n
1	40	8	26	0	n	n
1	40	8	27	0	n	n
1	40	8	28	0	n	n
1	40	8	29	0	n	n
1	40	8	30	0	n	n
1	40	8	31	0	n	n
1	40	8	32	0	n	n
1	40	8	33	0	n	n
1	40	8	34	0	n	n
1	40	8	35	0	n	n
1	40	8	36	0	n	n
1	40	8	37	0	n	n
1	40	8	38	0	n	n
1	40	8	39	0	n	n
